Date,Coronavirus,covid-19,isPartial,Time
2020-01-26,62,0,False,03:00:00
2020-01-26,60,0,False,04:00:00
2020-01-26,54,0,False,05:00:00
2020-01-26,49,0,False,06:00:00
2020-01-26,48,0,False,07:00:00
2020-01-26,49,0,False,08:00:00
2020-01-26,45,0,False,09:00:00
2020-01-26,43,0,False,10:00:00
2020-01-26,44,0,False,11:00:00
2020-01-26,49,0,False,12:00:00
2020-01-26,49,0,False,13:00:00
2020-01-26,50,0,False,14:00:00
2020-01-26,51,0,False,15:00:00
2020-01-26,54,0,False,16:00:00
2020-01-26,56,0,False,17:00:00
2020-01-26,58,0,False,18:00:00
2020-01-26,57,0,False,19:00:00
2020-01-26,55,0,False,20:00:00
2020-01-26,63,0,False,21:00:00
2020-01-26,66,0,False,22:00:00
2020-01-26,71,0,False,23:00:00
2020-01-27,67,0,False,00:00:00
2020-01-27,63,0,False,01:00:00
2020-01-27,63,0,False,02:00:00
2020-01-27,64,0,False,03:00:00
2020-01-27,65,0,False,04:00:00
2020-01-27,62,0,False,05:00:00
2020-01-27,57,0,False,06:00:00
2020-01-27,52,0,False,07:00:00
2020-01-27,47,0,False,08:00:00
2020-01-27,43,0,False,09:00:00
2020-01-27,43,0,False,10:00:00
2020-01-27,48,0,False,11:00:00
2020-01-27,50,0,False,12:00:00
2020-01-27,52,0,False,13:00:00
2020-01-27,54,0,False,14:00:00
2020-01-27,55,0,False,15:00:00
2020-01-27,58,0,False,16:00:00
2020-01-27,61,0,False,17:00:00
2020-01-27,61,0,False,18:00:00
2020-01-27,62,0,False,19:00:00
2020-01-27,65,0,False,20:00:00
2020-01-27,72,0,False,21:00:00
2020-01-27,77,0,False,22:00:00
2020-01-27,87,0,False,23:00:00
2020-01-28,80,0,False,00:00:00
2020-01-28,78,0,False,01:00:00
2020-01-28,80,0,False,02:00:00
2020-01-28,80,0,False,03:00:00
2020-01-28,79,0,False,04:00:00
2020-01-28,81,0,False,05:00:00
2020-01-28,79,0,False,06:00:00
2020-01-28,70,0,False,07:00:00
2020-01-28,62,0,False,08:00:00
2020-01-28,56,0,False,09:00:00
2020-01-28,57,0,False,10:00:00
2020-01-28,62,0,False,11:00:00
2020-01-28,64,0,False,12:00:00
2020-01-28,63,0,False,13:00:00
2020-01-28,64,0,False,14:00:00
2020-01-28,66,0,False,15:00:00
2020-01-28,76,0,False,16:00:00
2020-01-28,76,0,False,17:00:00
2020-01-28,77,0,False,18:00:00
2020-01-28,78,0,False,19:00:00
2020-01-28,86,0,False,20:00:00
2020-01-28,88,0,False,21:00:00
2020-01-28,95,0,False,22:00:00
2020-01-28,100,0,False,23:00:00
2020-01-29,88,0,False,00:00:00
2020-01-29,64,0,False,00:00:00
2020-01-29,61,0,False,01:00:00
2020-01-29,61,0,False,02:00:00
2020-01-29,59,0,False,03:00:00
2020-01-29,57,0,False,04:00:00
2020-01-29,56,0,False,05:00:00
2020-01-29,53,0,False,06:00:00
2020-01-29,48,0,False,07:00:00
2020-01-29,43,0,False,08:00:00
2020-01-29,39,0,False,09:00:00
2020-01-29,39,0,False,10:00:00
2020-01-29,44,0,False,11:00:00
2020-01-29,45,0,False,12:00:00
2020-01-29,45,0,False,13:00:00
2020-01-29,45,0,False,14:00:00
2020-01-29,47,0,False,15:00:00
2020-01-29,50,0,False,16:00:00
2020-01-29,50,0,False,17:00:00
2020-01-29,50,0,False,18:00:00
2020-01-29,52,0,False,19:00:00
2020-01-29,54,0,False,20:00:00
2020-01-29,56,0,False,21:00:00
2020-01-29,60,0,False,22:00:00
2020-01-29,60,0,False,23:00:00
2020-01-30,57,0,False,00:00:00
2020-01-30,52,0,False,01:00:00
2020-01-30,52,0,False,02:00:00
2020-01-30,51,0,False,03:00:00
2020-01-30,49,0,False,04:00:00
2020-01-30,48,0,False,05:00:00
2020-01-30,46,0,False,06:00:00
2020-01-30,42,0,False,07:00:00
2020-01-30,48,0,False,08:00:00
2020-01-30,44,0,False,09:00:00
2020-01-30,44,0,False,10:00:00
2020-01-30,47,0,False,11:00:00
2020-01-30,50,0,False,12:00:00
2020-01-30,50,0,False,13:00:00
2020-01-30,50,0,False,14:00:00
2020-01-30,51,0,False,15:00:00
2020-01-30,53,0,False,16:00:00
2020-01-30,55,0,False,17:00:00
2020-01-30,61,0,False,18:00:00
2020-01-30,68,0,False,19:00:00
2020-01-30,98,0,False,20:00:00
2020-01-30,99,0,False,21:00:00
2020-01-30,100,0,False,22:00:00
2020-01-30,88,0,False,23:00:00
2020-01-31,73,0,False,00:00:00
2020-01-31,66,0,False,01:00:00
2020-01-31,68,0,False,02:00:00
2020-01-31,68,0,False,03:00:00
2020-01-31,64,0,False,04:00:00
